"ATC1","Name1","ATC2","Name2","Info","Mechanismus","Effekt","Massnahmen","Grad"
"C09BA06","Quinapril und Diuretika","M01AE02","Naproxen","Abgeschwächte Blutdrucksenkung","NSAR hemmen die Prostaglandingsynthese und die Vasodilatation. Dadurch wird die Nierendurchblutung reduziert.","Durch die reduzierte Nierendurchblutung kommt es zu einer verminderten blutdrucksenkenden Wirkung und eventuell sogar Verschlechterung der Nierenfunktion.","Wenn möglich sollte die Kombination von NSAR und ACE-Hemmern vermieden werden. Wenn die Kombination unumgänglich ist, den Blutdruck und die renale Funktionen monitorisieren. Alternative Analgetika sind Paracetamol oder Opioide.","C"
"M01AE02","Naproxen","C09BA05","Ramipril und Diuretika","Abgeschwächte Blutdrucksenkung","NSAR hemmen die Prostaglandingsynthese und die Vasodilatation. Dadurch wird die Nierendurchblutung reduziert.","Durch die reduzierte Nierendurchblutung kommt es zu einer verminderten blutdrucksenkenden Wirkung und eventuell sogar Verschlechterung der Nierenfunktion.","Wenn möglich sollte die Kombination von NSAR und ACE-Hemmern vermieden werden. Wenn die Kombination unumgänglich ist, den Blutdruck und die renale Funktionen monitorisieren. Alternative Analgetika sind Paracetamol oder Opioide.","C"
"C09BA05","Ramipril und Diuretika","M01AE02","Naproxen","Abgeschwächte Blutdrucksenkung","NSAR hemmen die Prostaglandingsynthese und die Vasodilatation. Dadurch wird die Nierendurchblutung reduziert.","Durch die reduzierte Nierendurchblutung kommt es zu einer verminderten blutdrucksenkenden Wirkung und eventuell sogar Verschlechterung der Nierenfunktion.","Wenn möglich sollte die Kombination von NSAR und ACE-Hemmern vermieden werden. Wenn die Kombination unumgänglich ist, den Blutdruck und die renale Funktionen monitorisieren. Alternative Analgetika sind Paracetamol oder Opioide.","C"
"M01AE02","Naproxen","C09AA16","Imidapril","Abgeschwächte Blutdrucksenkung","NSAR hemmen die Prostaglandingsynthese und die Vasodilatation. Dadurch wird die Nierendurchblutung reduziert.","Durch die reduzierte Nierendurchblutung kommt es zu einer verminderten blutdrucksenkenden Wirkung und eventuell sogar Verschlechterung der Nierenfunktion.","Wenn möglich sollte die Kombination von NSAR und ACE-Hemmern vermieden werden. Wenn die Kombination unumgänglich ist, den Blutdruck und die renale Funktionen monitorisieren. Alternative Analgetika sind Paracetamol oder Opioide.","C"
"C09AA16","Imidapril","M01AE02","Naproxen","Abgeschwächte Blutdrucksenkung","NSAR hemmen die Prostaglandingsynthese und die Vasodilatation. Dadurch wird die Nierendurchblutung reduziert.","Durch die reduzierte Nierendurchblutung kommt es zu einer verminderten blutdrucksenkenden Wirkung und eventuell sogar Verschlechterung der Nierenfunktion.","Wenn möglich sollte die Kombination von NSAR und ACE-Hemmern vermieden werden. Wenn die Kombination unumgänglich ist, den Blutdruck und die renale Funktionen monitorisieren. Alternative Analgetika sind Paracetamol oder Opioide.","C"
"M01AE02","Naproxen","C09BB10","Trandolapril und Verapamil","Abgeschwächte Blutdrucksenkung","NSAR hemmen die Prostaglandingsynthese und die Vasodilatation. Dadurch wird die Nierendurchblutung reduziert.","Durch die reduzierte Nierendurchblutung kommt es zu einer verminderten blutdrucksenkenden Wirkung und eventuell sogar Verschlechterung der Nierenfunktion.","Wenn möglich sollte die Kombination von NSAR und ACE-Hemmern vermieden werden. Wenn die Kombination unumgänglich ist, den Blutdruck und die renale Funktionen monitorisieren. Alternative Analgetika sind Paracetamol oder Opioide.","C"
"C09BB10","Trandolapril und Verapamil","M01AE02","Naproxen","Abgeschwächte Blutdrucksenkung","NSAR hemmen die Prostaglandingsynthese und die Vasodilatation. Dadurch wird die Nierendurchblutung reduziert.","Durch die reduzierte Nierendurchblutung kommt es zu einer verminderten blutdrucksenkenden Wirkung und eventuell sogar Verschlechterung der Nierenfunktion.","Wenn möglich sollte die Kombination von NSAR und ACE-Hemmern vermieden werden. Wenn die Kombination unumgänglich ist, den Blutdruck und die renale Funktionen monitorisieren. Alternative Analgetika sind Paracetamol oder Opioide.","C"
"M01AE02","Naproxen","C09BA07","Benazepril und Diuretika","Abgeschwächte Blutdrucksenkung","NSAR hemmen die Prostaglandingsynthese und die Vasodilatation. Dadurch wird die Nierendurchblutung reduziert.","Durch die reduzierte Nierendurchblutung kommt es zu einer verminderten blutdrucksenkenden Wirkung und eventuell sogar Verschlechterung der Nierenfunktion.","Wenn möglich sollte die Kombination von NSAR und ACE-Hemmern vermieden werden. Wenn die Kombination unumgänglich ist, den Blutdruck und die renale Funktionen monitorisieren. Alternative Analgetika sind Paracetamol oder Opioide.","C"
"C09BA07","Benazepril und Diuretika","M01AE02","Naproxen","Abgeschwächte Blutdrucksenkung","NSAR hemmen die Prostaglandingsynthese und die Vasodilatation. Dadurch wird die Nierendurchblutung reduziert.","Durch die reduzierte Nierendurchblutung kommt es zu einer verminderten blutdrucksenkenden Wirkung und eventuell sogar Verschlechterung der Nierenfunktion.","Wenn möglich sollte die Kombination von NSAR und ACE-Hemmern vermieden werden. Wenn die Kombination unumgänglich ist, den Blutdruck und die renale Funktionen monitorisieren. Alternative Analgetika sind Paracetamol oder Opioide.","C"
"M01AE02","Naproxen","C09BA08","Cilazapril und Diuretika","Abgeschwächte Blutdrucksenkung","NSAR hemmen die Prostaglandingsynthese und die Vasodilatation. Dadurch wird die Nierendurchblutung reduziert.","Durch die reduzierte Nierendurchblutung kommt es zu einer verminderten blutdrucksenkenden Wirkung und eventuell sogar Verschlechterung der Nierenfunktion.","Wenn möglich sollte die Kombination von NSAR und ACE-Hemmern vermieden werden. Wenn die Kombination unumgänglich ist, den Blutdruck und die renale Funktionen monitorisieren. Alternative Analgetika sind Paracetamol oder Opioide.","C"
"C09BA08","Cilazapril und Diuretika","M01AE02","Naproxen","Abgeschwächte Blutdrucksenkung","NSAR hemmen die Prostaglandingsynthese und die Vasodilatation. Dadurch wird die Nierendurchblutung reduziert.","Durch die reduzierte Nierendurchblutung kommt es zu einer verminderten blutdrucksenkenden Wirkung und eventuell sogar Verschlechterung der Nierenfunktion.","Wenn möglich sollte die Kombination von NSAR und ACE-Hemmern vermieden werden. Wenn die Kombination unumgänglich ist, den Blutdruck und die renale Funktionen monitorisieren. Alternative Analgetika sind Paracetamol oder Opioide.","C"
"M01AE02","Naproxen","C09AA13","Moexipril","Abgeschwächte Blutdrucksenkung","NSAR hemmen die Prostaglandingsynthese und die Vasodilatation. Dadurch wird die Nierendurchblutung reduziert.","Durch die reduzierte Nierendurchblutung kommt es zu einer verminderten blutdrucksenkenden Wirkung und eventuell sogar Verschlechterung der Nierenfunktion.","Wenn möglich sollte die Kombination von NSAR und ACE-Hemmern vermieden werden. Wenn die Kombination unumgänglich ist, den Blutdruck und die renale Funktionen monitorisieren. Alternative Analgetika sind Paracetamol oder Opioide.","C"
"C09AA13","Moexipril","M01AE02","Naproxen","Abgeschwächte Blutdrucksenkung","NSAR hemmen die Prostaglandingsynthese und die Vasodilatation. Dadurch wird die Nierendurchblutung reduziert.","Durch die reduzierte Nierendurchblutung kommt es zu einer verminderten blutdrucksenkenden Wirkung und eventuell sogar Verschlechterung der Nierenfunktion.","Wenn möglich sollte die Kombination von NSAR und ACE-Hemmern vermieden werden. Wenn die Kombination unumgänglich ist, den Blutdruck und die renale Funktionen monitorisieren. Alternative Analgetika sind Paracetamol oder Opioide.","C"
"M01AE02","Naproxen","C09BB12","Delapril und Manidipin","Abgeschwächte Blutdrucksenkung","NSAR hemmen die Prostaglandingsynthese und die Vasodilatation. Dadurch wird die Nierendurchblutung reduziert.","Durch die reduzierte Nierendurchblutung kommt es zu einer verminderten blutdrucksenkenden Wirkung und eventuell sogar Verschlechterung der Nierenfunktion.","Wenn möglich sollte die Kombination von NSAR und ACE-Hemmern vermieden werden. Wenn die Kombination unumgänglich ist, den Blutdruck und die renale Funktionen monitorisieren. Alternative Analgetika sind Paracetamol oder Opioide.","C"
"C09BB12","Delapril und Manidipin","M01AE02","Naproxen","Abgeschwächte Blutdrucksenkung","NSAR hemmen die Prostaglandingsynthese und die Vasodilatation. Dadurch wird die Nierendurchblutung reduziert.","Durch die reduzierte Nierendurchblutung kommt es zu einer verminderten blutdrucksenkenden Wirkung und eventuell sogar Verschlechterung der Nierenfunktion.","Wenn möglich sollte die Kombination von NSAR und ACE-Hemmern vermieden werden. Wenn die Kombination unumgänglich ist, den Blutdruck und die renale Funktionen monitorisieren. Alternative Analgetika sind Paracetamol oder Opioide.","C"
"M01AE02","Naproxen","C09BA09","Fosinopril und Diuretika","Abgeschwächte Blutdrucksenkung","NSAR hemmen die Prostaglandingsynthese und die Vasodilatation. Dadurch wird die Nierendurchblutung reduziert.","Durch die reduzierte Nierendurchblutung kommt es zu einer verminderten blutdrucksenkenden Wirkung und eventuell sogar Verschlechterung der Nierenfunktion.","Wenn möglich sollte die Kombination von NSAR und ACE-Hemmern vermieden werden. Wenn die Kombination unumgänglich ist, den Blutdruck und die renale Funktionen monitorisieren. Alternative Analgetika sind Paracetamol oder Opioide.","C"
"C09BA09","Fosinopril und Diuretika","M01AE02","Naproxen","Abgeschwächte Blutdrucksenkung","NSAR hemmen die Prostaglandingsynthese und die Vasodilatation. Dadurch wird die Nierendurchblutung reduziert.","Durch die reduzierte Nierendurchblutung kommt es zu einer verminderten blutdrucksenkenden Wirkung und eventuell sogar Verschlechterung der Nierenfunktion.","Wenn möglich sollte die Kombination von NSAR und ACE-Hemmern vermieden werden. Wenn die Kombination unumgänglich ist, den Blutdruck und die renale Funktionen monitorisieren. Alternative Analgetika sind Paracetamol oder Opioide.","C"
"M01AE02","Naproxen","C09AA14","Temocapril","Abgeschwächte Blutdrucksenkung","NSAR hemmen die Prostaglandingsynthese und die Vasodilatation. Dadurch wird die Nierendurchblutung reduziert.","Durch die reduzierte Nierendurchblutung kommt es zu einer verminderten blutdrucksenkenden Wirkung und eventuell sogar Verschlechterung der Nierenfunktion.","Wenn möglich sollte die Kombination von NSAR und ACE-Hemmern vermieden werden. Wenn die Kombination unumgänglich ist, den Blutdruck und die renale Funktionen monitorisieren. Alternative Analgetika sind Paracetamol oder Opioide.","C"
"C09AA14","Temocapril","M01AE02","Naproxen","Abgeschwächte Blutdrucksenkung","NSAR hemmen die Prostaglandingsynthese und die Vasodilatation. Dadurch wird die Nierendurchblutung reduziert.","Durch die reduzierte Nierendurchblutung kommt es zu einer verminderten blutdrucksenkenden Wirkung und eventuell sogar Verschlechterung der Nierenfunktion.","Wenn möglich sollte die Kombination von NSAR und ACE-Hemmern vermieden werden. Wenn die Kombination unumgänglich ist, den Blutdruck und die renale Funktionen monitorisieren. Alternative Analgetika sind Paracetamol oder Opioide.","C"
"M01AE02","Naproxen","C09AA11","Spirapril","Abgeschwächte Blutdrucksenkung","NSAR hemmen die Prostaglandingsynthese und die Vasodilatation. Dadurch wird die Nierendurchblutung reduziert.","Durch die reduzierte Nierendurchblutung kommt es zu einer verminderten blutdrucksenkenden Wirkung und eventuell sogar Verschlechterung der Nierenfunktion.","Wenn möglich sollte die Kombination von NSAR und ACE-Hemmern vermieden werden. Wenn die Kombination unumgänglich ist, den Blutdruck und die renale Funktionen monitorisieren. Alternative Analgetika sind Paracetamol oder Opioide.","C"
"C09AA11","Spirapril","M01AE02","Naproxen","Abgeschwächte Blutdrucksenkung","NSAR hemmen die Prostaglandingsynthese und die Vasodilatation. Dadurch wird die Nierendurchblutung reduziert.","Durch die reduzierte Nierendurchblutung kommt es zu einer verminderten blutdrucksenkenden Wirkung und eventuell sogar Verschlechterung der Nierenfunktion.","Wenn möglich sollte die Kombination von NSAR und ACE-Hemmern vermieden werden. Wenn die Kombination unumgänglich ist, den Blutdruck und die renale Funktionen monitorisieren. Alternative Analgetika sind Paracetamol oder Opioide.","C"
"M01AE02","Naproxen","C09BA01","Captopril und Diuretika","Abgeschwächte Blutdrucksenkung","NSAR hemmen die Prostaglandingsynthese und die Vasodilatation. Dadurch wird die Nierendurchblutung reduziert.","Durch die reduzierte Nierendurchblutung kommt es zu einer verminderten blutdrucksenkenden Wirkung und eventuell sogar Verschlechterung der Nierenfunktion.","Wenn möglich sollte die Kombination von NSAR und ACE-Hemmern vermieden werden. Wenn die Kombination unumgänglich ist, den Blutdruck und die renale Funktionen monitorisieren. Alternative Analgetika sind Paracetamol oder Opioide.","C"
"C09BA01","Captopril und Diuretika","M01AE02","Naproxen","Abgeschwächte Blutdrucksenkung","NSAR hemmen die Prostaglandingsynthese und die Vasodilatation. Dadurch wird die Nierendurchblutung reduziert.","Durch die reduzierte Nierendurchblutung kommt es zu einer verminderten blutdrucksenkenden Wirkung und eventuell sogar Verschlechterung der Nierenfunktion.","Wenn möglich sollte die Kombination von NSAR und ACE-Hemmern vermieden werden. Wenn die Kombination unumgänglich ist, den Blutdruck und die renale Funktionen monitorisieren. Alternative Analgetika sind Paracetamol oder Opioide.","C"
"M01AE02","Naproxen","C09AA12","Delapril","Abgeschwächte Blutdrucksenkung","NSAR hemmen die Prostaglandingsynthese und die Vasodilatation. Dadurch wird die Nierendurchblutung reduziert.","Durch die reduzierte Nierendurchblutung kommt es zu einer verminderten blutdrucksenkenden Wirkung und eventuell sogar Verschlechterung der Nierenfunktion.","Wenn möglich sollte die Kombination von NSAR und ACE-Hemmern vermieden werden. Wenn die Kombination unumgänglich ist, den Blutdruck und die renale Funktionen monitorisieren. Alternative Analgetika sind Paracetamol oder Opioide.","C"
"C09AA12","Delapril","M01AE02","Naproxen","Abgeschwächte Blutdrucksenkung","NSAR hemmen die Prostaglandingsynthese und die Vasodilatation. Dadurch wird die Nierendurchblutung reduziert.","Durch die reduzierte Nierendurchblutung kommt es zu einer verminderten blutdrucksenkenden Wirkung und eventuell sogar Verschlechterung der Nierenfunktion.","Wenn möglich sollte die Kombination von NSAR und ACE-Hemmern vermieden werden. Wenn die Kombination unumgänglich ist, den Blutdruck und die renale Funktionen monitorisieren. Alternative Analgetika sind Paracetamol oder Opioide.","C"
"M01AE02","Naproxen","C09BA02","Enalapril und Diuretika","Abgeschwächte Blutdrucksenkung","NSAR hemmen die Prostaglandingsynthese und die Vasodilatation. Dadurch wird die Nierendurchblutung reduziert.","Durch die reduzierte Nierendurchblutung kommt es zu einer verminderten blutdrucksenkenden Wirkung und eventuell sogar Verschlechterung der Nierenfunktion.","Wenn möglich sollte die Kombination von NSAR und ACE-Hemmern vermieden werden. Wenn die Kombination unumgänglich ist, den Blutdruck und die renale Funktionen monitorisieren. Alternative Analgetika sind Paracetamol oder Opioide.","C"
"C09BA02","Enalapril und Diuretika","M01AE02","Naproxen","Abgeschwächte Blutdrucksenkung","NSAR hemmen die Prostaglandingsynthese und die Vasodilatation. Dadurch wird die Nierendurchblutung reduziert.","Durch die reduzierte Nierendurchblutung kommt es zu einer verminderten blutdrucksenkenden Wirkung und eventuell sogar Verschlechterung der Nierenfunktion.","Wenn möglich sollte die Kombination von NSAR und ACE-Hemmern vermieden werden. Wenn die Kombination unumgänglich ist, den Blutdruck und die renale Funktionen monitorisieren. Alternative Analgetika sind Paracetamol oder Opioide.","C"
